name,country,codeforces_id,competitions,Codeforces_rating_2025,Codeforces_rating_2024,Codeforces_rating_2023,Codeforces_rating_2022,search_confidence_percent
Kiryl Kardash,,k1r1t0,"['IOI 2024', 'JOI 2025 JOI_honsen', 'OOI 2024 Qualification', 'OOI 2023 Qualification']",2708.0,2590,2437,2012,100.0
Baitoro Mairambekov,Kyrgyzstan,baytoro,"['IOI 2024', 'IOI 2023', 'JOI 2024 JOI_open', 'IATI 2024 senior']",1971.0,1941,1848,1824,100.0
Bianca Vicente,Argentina,biank,"['IOI 2024', 'IOI 2023', 'IOI 2025']",1637.0,1637,1193,576,100.0
Nikoloz Melikishvili,Georgia,Nika533,"['IOI 2024', 'RMI 2023 contest', 'RMI 2024 contest', 'JOI 2023 JOI_spring', 'JOI 2024 JOI_honsen', 'APIO 2025', 'IOI 2025', 'IATI 2024 senior', 'CEOI 2025']",2140.0,2220,1955,1611,100.0
Thawin Tengamnuay,Thailand,thawin.ice,"['IOI 2024', 'APIO 2025', 'IOI 2025']",2047.0,2263,1412,0,100.0
Filbert Ephraim Wu,Philippines,pwned,"['IOI 2024', 'IOI 2023']",2156.0,2156,2078,2099,100.0
Yash Thakker,India,PoPularPlusPlus,"['IOI 2024', 'APIO 2023', 'APIO 2025', 'IOI 2025']",2220.0,2220,2233,2185,100.0
Itamar Nir,Israel,ItamarNir,"['IOI 2024', 'CEOI 2024', 'COCI 2023 CONTEST_#1', 'COCI 2023 CONTEST_#2', 'COCI 2023 CONTEST_#3', 'COCI 2023 CONTEST_#4', 'COCI 2023 CONTEST_#5', 'COCI 2024 CONTEST_#1', 'COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'COCI 2024 CONTEST_#5', 'COCI 2025 CONTEST_#1', 'IATI 2024 senior']",2339.0,2339,2132,1993,100.0
Mihailo Jančević,Serbia,prokulijander,['IOI 2024'],2045.0,2045,2082,1921,100.0
Jarif Rahman,Bangladesh,Jarif_Rahman,"['IOI 2024', 'IOI 2023', 'COCI 2023 CONTEST_#1', 'COCI 2023 CONTEST_#2', 'COCI 2023 CONTEST_#3', 'COCI 2023 CONTEST_#4', 'COCI 2024 CONTEST_#2', 'JOI 2023 JOI_honsen', 'JOI 2023 JOI_open', 'JOI 2023 JOI_spring', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_open', 'JOI 2024 JOI_spring', 'APIO 2023', 'APIO 2024']",2161.0,2233,2243,2261,100.0
Muhammad Umair Ahmad Mirza,Pakistan,M.UmairAhmadMirza,"['IOI 2024', 'APIO 2025', 'IATI 2024 junior']",1906.0,1937,1817,1699,100.0
Akhmet Issa,Kazakhstan,Issa,"['IOI 2024', 'JOI 2025 JOI_honsen', 'COCI 2025 CONTEST_#1', 'JOI 2024 JOI_open', 'OOI 2023 Qualification']",2176.0,2232,2142,2115,100.0
Andrei Sabalenka,,mechakotik,"['IOI 2024', 'OOI 2023 Qualification']",2124.0,2124,2183,1919,100.0
Marco Antonio Escandón García,Cuba,marco_escandon,"['IOI 2024', 'IOI 2023', 'JOI 2023 JOI_open', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_spring', 'IOI 2025']",1935.0,1935,1738,1620,100.0
Anton Avilov,France,anton6,['IOI 2024'],2165.0,2165,2056,1555,100.0
Amin Charba,Syria,aminsh,"['IOI 2024', 'IOI 2023', 'APIO 2023', 'APIO 2024']",2171.0,2171,2171,1884,100.0
Jan Slíva,Czech Republic,honzinsliva,"['IOI 2024', 'CEOI 2023', 'IOI 2025']",0.0,0,0,0,100.0
Martin Šindelář,Slovakia,IMackerI,"['IOI 2024', 'CEOI 2024']",2077.0,2209,1690,1706,100.0
Ahmed Alhashim,Saudi Arabia,vahmad,"['IOI 2024', 'APIO 2024']",1942.0,1942,1840,1379,100.0
Adeeb AlShehry,Saudi Arabia,MrDeboo,"['IOI 2024', 'IOI 2023']",0.0,0,1911,1911,100.0
Pedro Suyama Leston Rey,Brazil,_rey,"['IOI 2024', 'IOI 2023', 'IOI 2025']",2215.0,2307,2203,2030,100.0
Sun Beichen,Singapore,TheRaptor0225,"['IOI 2024', 'APIO 2025', 'IOI 2025']",2172.0,2172,1906,0,100.0
Yaël Arn,Switzerland,42kangaroo,"['IOI 2024', 'CEOI 2023']",2006.0,2006,1995,1303,100.0
Victor Vatn,Sweden,goben,"['IOI 2024', 'BOI 2024', 'BOI 2023', 'IOI 2023', 'NOI 2024', 'NOI 2023', 'NOINordic 2024', 'NOINordic 2023']",2252.0,2252,2252,2198,100.0
Gunadi Gani,Indonesia,kimmoqt,"['IOI 2024', 'COCI 2023 CONTEST_#3', 'JOI 2024 JOI_open']",1975.0,2158,2101,1862,100.0
Mardon Hazratov,Uzbekistan,MardonbekHazratov,"['IOI 2024', 'APIO 2024']",1951.0,1951,1708,0,100.0
Uroš Kostadinović,Serbia,urosk,"['IOI 2024', 'RMI 2023 contest', 'RMI 2024 contest', 'IOI 2025', 'CEOI 2025']",2247.0,2184,2085,1841,100.0
Kaleem Raza Syed,Pakistan,Kaleem_Raza_Syed,"['IOI 2024', 'JOI 2025 JOI_honsen', 'TOKI 2024', 'APIO 2024', 'OOI 2024 Qualification', 'IATI 2024 senior']",2076.0,2055,1827,1581,100.0
José Andrés Lemus Velazquez,Mexico,joseandreslemus,"['IOI 2024', 'IOI 2025']",2090.0,2003,1579,0,100.0
Mikhail Brel,,qilby,"['IOI 2024', 'OOI 2024 Qualification']",2272.0,2272,2163,2140,100.0
Patrik Číhal,Czech Republic,0npata,"['IOI 2024', 'CEOI 2023', 'TOKI 2024']",2044.0,2044,2001,1585,100.0
Tsovak Yegoryan,Armenia,tsovak,"['IOI 2024', 'IOI 2023', 'JOI 2023 JOI_open', 'APIO 2025', 'IOI 2025', 'IATI 2024 senior']",2104.0,2104,2079,1955,100.0
Mihai Esanu,Moldova,mesanu,"['IOI 2024', 'IATI 2024 senior']",2006.0,2006,1921,1859,100.0
Akib Azmain Turja,Bangladesh,AkibAzmain,"['IOI 2024', 'APIO 2024', 'APIO 2025']",1976.0,1974,1936,0,100.0
Raouf Ould Ali,Algeria,speedcode,"['IOI 2024', 'TOKI 2024']",1849.0,1808,0,0,100.0
Hakob Ayvazyan,Armenia,c2zi6,"['IOI 2024', 'JOI 2024 JOI_spring', 'IATI 2024 senior']",1930.0,1930,1863,1775,100.0
David Hromádka,Czech Republic,Trustfulcomic,"['IOI 2024', 'IOI 2025']",1975.0,1899,1359,0,100.0
Aleks Grigoryan,Armenia,alex_2008,"['IOI 2024', 'APIO 2023', 'EJOI 2023', 'APIO 2025', 'IOI 2025', 'IATI 2024 senior']",2084.0,1966,1891,1750,100.0
Santiago de la Torre Zamudio,Mexico,efishel,"['IOI 2024', 'JOI 2025 JOI_honsen', 'IOI 2025']",2147.0,2149,1758,1067,100.0
Zsombor Bata,Hungary,zsombor,['IOI 2024'],2204.0,2143,1398,0,100.0
Fuad Garayev,Azerbaijan,fuad720,"['IOI 2024', 'IOI 2023', 'CEOI 2024', 'APIO 2023', 'IATI 2024 senior']",2111.0,0,2103,2103,100.0
Benjamin Mujkić,Bosnia and Herzegovina,EJOI_Gold,"['IOI 2024', 'IOI 2023', 'IOI 2025']",2102.0,2102,2047,0,100.0
Muhammad Saram,Pakistan,Muhammad-Saram,"['IOI 2024', 'JOI 2025 JOI_honsen', 'OOI 2024 Qualification', 'APIO 2025', 'IOI 2025']",2077.0,2184,1883,1422,100.0
Tsz Chai Berton Choy,"Hong Kong, China",onbert,"['IOI 2024', 'IOI 2025']",2189.0,2128,1778,0,100.0
Hadi Suleiman,Syria,edogawa_something,"['IOI 2024', 'TOKI 2024', 'APIO 2023', 'APIO 2024']",2272.0,2229,2124,1796,100.0
Anango Prabhat,United Kingdom,anango,"['IOI 2024', 'JOI 2024 JOI_open']",2326.0,2322,2102,727,100.0
Irakli Sulamanidze,Georgia,Phantom_Performer,"['IOI 2024', 'BOI 2024', 'IOI 2023', 'APIO 2023', 'OOI 2023 Qualification', 'IATI 2024 senior']",2270.0,2270,2250,1856,100.0
Yuan Li,Ireland,yuan_li,"['IOI 2024', 'IOI 2023']",1668.0,1648,1488,1279,100.0
Abdulaziz Lebiev,Kyrgyzstan,Relice,"['IOI 2024', 'JOI 2024 JOI_open', 'APIO 2025', 'IATI 2024 senior']",1983.0,2012,1902,1706,100.0
Khusanboy Mansuraliev,Uzbekistan,Husanboy,"['IOI 2024', 'APIO 2024']",1953.0,2042,1888,1720,100.0
Logan Guerrero Díaz,Mexico,LoganGD,['IOI 2024'],2090.0,2073,1878,1573,100.0
Otar Tsibadze,Georgia,otarius,"['IOI 2024', 'EJOI 2024', 'JOI 2025 JOI_honsen', 'RMI 2023 contest', 'RMI 2024 contest', 'IATI 2024 junior']",1917.0,1996,1858,1310,100.0
Patrik Prítrský,Slovakia,pritrskypatrik,"['IOI 2024', 'CEOI 2023', 'CEOI 2024', 'IOI 2025']",1612.0,1612,1606,0,100.0
Abdullah Abdullah,Syria,Abito,"['IOI 2024', 'JOI 2025 JOI_honsen', 'TOKI 2024', 'JOI 2023 JOI_open', 'JOI 2024 JOI_open', 'JOI 2024 JOI_spring', 'APIO 2023', 'APIO 2024']",1804.0,2192,1988,1424,100.0
Marian Soltan,Moldova,_Vanilla_,['IOI 2024'],1921.0,1921,1921,1834,100.0
Zein Alabdeen Zammar,Syria,nerozein,"['IOI 2024', 'IOI 2023', 'JOI 2023 JOI_open', 'JOI 2023 JOI_spring', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_open', 'JOI 2024 JOI_spring', 'APIO 2024']",2193.0,2193,2110,1591,100.0
Alin Popescu,Moldova,alinp,"['IOI 2024', 'RMI 2023 contest', 'RMI 2024 contest', 'JOI 2024 JOI_honsen', 'IOI 2025', 'IATI 2024 senior']",2136.0,2203,1987,1464,100.0
Tamás Görömbey,Hungary,gortomi,"['IOI 2024', 'CEOI 2024', 'EJOI 2023', 'IOI 2025', 'CEOI 2025']",2317.0,2317,2212,1957,100.0
Emmanuel Buenrostro Briseño,Mexico,SopaconK,"['IOI 2024', 'JOI 2025 JOI_honsen']",1978.0,1864,1774,1349,100.0
Blagoj Rujanoski Stojanovski,North Macedonia,Blagoj,"['IOI 2024', 'IOI 2023', 'COCI 2023 CONTEST_#3', 'COCI 2024 CONTEST_#3', 'IOI 2025']",1650.0,1650,1722,1406,100.0
Sunnatov Asilbek,Uzbekistan,Sunnatov,"['IOI 2024', 'IOI 2023', 'APIO 2024', 'APIO 2025', 'IOI 2025']",2229.0,2295,2174,1788,100.0
Daniel Nieto Pérez,Spain,danx,['IOI 2024'],2119.0,2108,1965,1858,100.0
Antreas Knais,Cyprus,trumling,"['IOI 2024', 'IOI 2023', 'IOI 2025']",1821.0,1891,1774,1451,100.0
Essa Almousa,Saudi Arabia,essa2006,"['IOI 2024', 'IOI 2023', 'JOI 2023 JOI_spring', 'JOI 2024 JOI_spring', 'APIO 2024']",1653.0,1653,1653,1594,100.0
Musojon Muhammadiev,Tajikistan,MmusoM,['IOI 2024'],1842.0,1955,1858,1577,100.0
Noé Zech,Belgium,nonoze,"['IOI 2024', 'IOI 2023', 'JOI 2025 JOI_honsen', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_spring', 'IOI 2025']",2142.0,2097,1569,625,100.0
Daniel Ye,Canada,Trentium,['IOI 2024'],2119.0,2168,2058,1719,100.0
Mahdi Benkhadra,Morocco,PotatoTheWarrior2,['IOI 2024'],1681.0,1681,1662,0,100.0
Tahir Aliyev,Azerbaijan,Tahirliyev,"['IOI 2024', 'CEOI 2024', 'TOKI 2024', 'COCI 2023 CONTEST_#4', 'COCI 2024 CONTEST_#1', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#4', 'COCI 2025 CONTEST_#5', 'IATI 2024 senior']",2215.0,2011,1590,0,100.0
Ursus Wigger,Switzerland,Ursus5805,"['IOI 2024', 'CEOI 2024', 'RMI 2023 contest', 'RMI 2024 contest']",578.0,0,0,0,100.0
Yassine Ben Younes,Tunisia,yassinebenyounes,"['IOI 2024', 'IOI 2023']",1969.0,1969,1878,1743,100.0
Daniel Emeka-Ilozor,Nigeria,Dan4Life,"['IOI 2024', 'TOKI 2024', 'JOI 2024 JOI_honsen', 'IOI 2025']",1976.0,1976,2017,1696,100.0
Lazaros Karageorgiou,Greece,kalarry,"['IOI 2024', 'IOI 2023', 'COCI 2025 CONTEST_#3', 'EJOI 2023', 'IOI 2025']",2123.0,2123,1888,1168,100.0
Ghulam Junaid,Pakistan,Ghulam_Junaid,"['IOI 2024', 'JOI 2025 JOI_honsen', 'TOKI 2024', 'COCI 2024 CONTEST_#1', 'COCI 2024 CONTEST_#2', 'APIO 2024', 'OOI 2024 Qualification', 'APIO 2025', 'IOI 2025', 'IATI 2024 senior']",2194.0,2049,1985,1620,100.0
Mohammed Wawi,Palestine,Wawi_,"['IOI 2024', 'IOI 2023']",2019.0,1970,1810,0,100.0
Marwen El Arbi,Tunisia,MarwenElarbi,"['IOI 2024', 'COCI 2023 CONTEST_#4', 'COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2025 CONTEST_#5', 'IOI 2025']",1804.0,1804,1682,1383,100.0
Adnan Osmić,Bosnia and Herzegovina,naneosmic,['IOI 2024'],1959.0,1879,1465,424,100.0
Camilo Triana Barata,Cuba,ctb220406,"['IOI 2024', 'IOI 2023', 'COCI 2023 CONTEST_#1', 'COCI 2023 CONTEST_#3', 'COCI 2023 CONTEST_#5', 'COCI 2024 CONTEST_#1', 'COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_spring']",1890.0,1890,1721,1214,100.0
Musharraf Shukrulloev,Tajikistan,outfinity,"['IOI 2024', 'IOI 2023', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_open', 'JOI 2024 JOI_spring']",2181.0,2150,2068,1805,100.0
Anastasiia Saranchina,Sweden,qwusha,"['IOI 2024', 'BOI 2025', 'BOI 2024', 'EGOI 2024', 'NOI 2025', 'NOI 2024', 'NOINordic 2025', 'NOINordic 2024', 'IOI 2025', 'EGOI 2025']",1993.0,2019,1927,1626,100.0
Shuheng Wei,Germany,UncreativeDev,"['IOI 2024', 'BOI 2025', 'BOI 2024', 'BOI 2023', 'IOI 2025', 'CEOI 2025']",1258.0,1258,1190,0,100.0
Huseyn Aghayev,Azerbaijan,Huseyn123,"['IOI 2024', 'CEOI 2024', 'JOI 2024 JOI_spring']",1821.0,1821,1917,1491,100.0
Rushdi Jallad,Palestine,Rushdi,['IOI 2024'],2056.0,1938,1878,877,100.0
Joaquim Schaeverbeke,Belgium,Ludissey,"['IOI 2024', 'EJOI 2024', 'JOI 2025 JOI_honsen', 'COCI 2024 CONTEST_#1', 'COCI 2025 CONTEST_#4', 'COCI 2025 CONTEST_#5', 'IOI 2025']",1927.0,1866,1278,929,100.0
Maria Clara Fontes Silva,Brazil,clarinha,"['IOI 2024', 'IOI 2025']",2203.0,2091,1973,1236,100.0
Ismail Fateen,Egypt,ismail-but-noob,"['IOI 2024', 'APIO 2024', 'IATI 2024 senior']",1670.0,1777,1408,1300,100.0
Faruk Demirović,Bosnia and Herzegovina,glupan,"['IOI 2024', 'IOI 2025']",1824.0,1824,1637,1482,100.0
Saad Alarifi,Saudi Arabia,Erering,"['IOI 2024', 'APIO 2024', 'IOI 2025']",1734.0,1788,1454,795,100.0
Ulug'bek Rakhmatullaev,Uzbekistan,heaven2808h,"['IOI 2024', 'APIO 2024', 'IOI 2025']",2030.0,2001,1740,1196,100.0
Desh Acharjee,Bangladesh,Desh01,"['IOI 2024', 'COCI 2023 CONTEST_#4', 'COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#1', 'JOI 2023 JOI_honsen', 'APIO 2024', 'IOI 2025']",1977.0,2022,1964,1439,100.0
Hasani Ghulomzoda,Tajikistan,hasan06,"['IOI 2024', 'IOI 2023']",1961.0,1961,1893,1734,100.0
Maxwell He,Canada,Mkswll,"['IOI 2024', 'TOKI 2024']",2276.0,2250,2083,1743,100.0
Viliam Gottweis,Slovakia,viliamgott,"['IOI 2024', 'CEOI 2024', 'IOI 2025', 'CEOI 2025']",1890.0,1548,1510,0,100.0
Boas Bakker,Netherlands,Boas,"['IOI 2024', 'IOI 2023', 'IOI 2025']",1682.0,1682,1280,0,100.0
Antreas Leonidou,Cyprus,aleonidou,"['IOI 2024', 'IOI 2023']",1646.0,1646,1646,1366,100.0
Kareem Kayid,Palestine,blushinghentaigirl,['IOI 2024'],1708.0,1708,1306,1271,100.0
Davit Dzadzamia,Georgia,DzadzoD,"['IOI 2024', 'BOI 2024', 'RMI 2023 contest', 'RMI 2024 contest', 'EJOI 2023', 'APIO 2025', 'IOI 2025', 'IATI 2024 senior', 'CEOI 2025']",1563.0,1991,1914,1359,100.0
Tomás Faria,Portugal,TFF,"['IOI 2024', 'IOI 2023', 'IOI 2025']",0.0,0,0,0,100.0
Sofie Fu,Sweden,slushtre,"['IOI 2024', 'BOI 2025', 'BOI 2024', 'EGOI 2024', 'NOI 2025', 'EGOI 2023', 'NOI 2024', 'NOI 2023', 'NOINordic 2025', 'NOINordic 2024', 'NOINordic 2023', 'IOI 2025', 'EGOI 2025']",1053.0,1053,1010,0,100.0
Walsh Letran,Philippines,Ausp3x,['IOI 2024'],1773.0,1834,1455,1528,100.0
Tamir Jamiyangarav,Mongolia,tamir1,['IOI 2024'],1532.0,1585,0,0,100.0
Pierre Rouchès,Dominican Republic,pierre.rouches,['IOI 2024'],1187.0,1187,0,0,100.0
Mousa Hamed,Libya,Mousa_Aboubaker,"['IOI 2024', 'JOI 2025 JOI_honsen', 'TOKI 2024', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#5', 'IOI 2025']",1768.0,1725,1085,0,100.0
Viktor Maksimoski,North Macedonia,VMaksimoski008,"['IOI 2024', 'JOI 2025 JOI_honsen', 'TOKI 2024', 'COCI 2024 CONTEST_#1', 'COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#5', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#5', 'IOI 2025']",1928.0,1989,1573,0,100.0
Matias Francisco Nova Baza,Chile,Bors__,"['IOI 2024', 'IOI 2023', 'IOI 2025']",408.0,408,408,0,100.0
Héctor Verdeal Rodríguez,Spain,Hectorungo_18,['IOI 2024'],1936.0,1936,1769,1475,100.0
Yhlas Amanmyradov,Turkmenistan,stdfloat,"['IOI 2024', 'JOI 2025 JOI_honsen', 'COCI 2025 CONTEST_#5', 'JOI 2024 JOI_spring', 'APIO 2025']",1801.0,1900,1621,0,100.0
Nebili Mohamed Fares,Tunisia,faresnebili,"['IOI 2024', 'JOI 2023 JOI_spring']",1665.0,1665,1665,1562,100.0
Piotr Stelmaszek,Ireland,pitu,"['IOI 2024', 'IOI 2025']",399.0,399,399,0,100.0
Santiago Guaneme Quintero,Colombia,Guanexxx,"['IOI 2024', 'IOI 2025']",1734.0,1604,1013,0,100.0
Yassir Salama,Morocco,YassirSalama4,"['IOI 2024', 'APIO 2024', 'IOI 2025']",1746.0,1760,1604,0,100.0
Mohamed Wassim Fkih,Tunisia,Friday_night,['IOI 2024'],1673.0,1673,1332,0,100.0
Edgardo León,Chile,EdL,['IOI 2024'],1451.0,1362,991,0,100.0
Sofija Velkovska,North Macedonia,coolplum,"['IOI 2024', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#5', 'EGOI 2023', 'JOI 2024 JOI_honsen']",1687.0,1758,1778,1579,100.0
Erkhem Ganzorig,Mongolia,ezzzay,"['IOI 2024', 'JOI 2024 JOI_spring', 'APIO 2025', 'IOI 2025']",1780.0,1769,1544,0,100.0
Gabriel Alberto Cruz Nogales,Bolivia,Gabriel___,"['IOI 2024', 'IOI 2023', 'JOI 2023 JOI_open', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_open', 'IOI 2025']",1475.0,1475,1156,0,100.0
Raed Naseer,Jordan,TorresianCrow,"['IOI 2024', 'IOI 2023']",1403.0,1511,1704,1535,100.0
Francis José Rodríguez Ronda,Cuba,SN0WM4N,"['IOI 2024', 'JOI 2024 JOI_spring']",1568.0,1609,1562,1198,100.0
Albara Abdulhafith,Libya,Albara_Abdulhafith,"['IOI 2024', 'IOI 2025']",1621.0,1549,0,0,100.0
Fionn Kimber O'Shea,Ireland,fionnkimberoshea,"['IOI 2024', 'IOI 2023']",1410.0,1410,1410,1403,100.0
Oscar José Pleités Lemus,El Salvador,osplei,"['IOI 2024', 'IOI 2023']",1414.0,1414,1283,1012,100.0
Fabrizio Lautaro Brandellero,Argentina,FabriATK,['IOI 2024'],1306.0,1206,0,0,100.0
Baldwin Huang,Dominican Republic,baldwinhuang1,"['IOI 2024', 'IOI 2025']",1173.0,1173,0,0,100.0
Samuel Leber,Germany,Servant_of_the_Lord,['IOI 2024'],1554.0,1554,1440,0,100.0
Shamir Leonardo Terán Mustafá,Bolivia,shezitt,"['IOI 2024', 'IOI 2023', 'JOI 2023 JOI_honsen', 'JOI 2024 JOI_honsen']",1630.0,1630,1505,1306,100.0
Halymmuhammet Annageldyyev,Turkmenistan,halym2007,"['IOI 2024', 'IOI 2023', 'JOI 2025 JOI_honsen', 'COCI 2024 CONTEST_#1', 'COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#5', 'APIO 2025', 'IATI 2024 senior']",1489.0,1489,1530,1469,100.0
Maité Morales Carreras,Cuba,Maite_Morales,"['IOI 2024', 'JOI 2024 JOI_honsen', 'IOI 2025']",1697.0,1767,1606,1108,100.0
Han Yang,Chile,TKTO,['IOI 2024'],1442.0,1442,1329,0,100.0
Simón Martínez,Colombia,MartinezMiners,['IOI 2024'],1281.0,1266,0,0,100.0
Lucas Kuunders,Netherlands,Increedible,"['IOI 2024', 'IOI 2025']",0.0,0,0,0,100.0
Aybak Samiz,Jordan,Aybak,['IOI 2024'],920.0,920,0,0,100.0
Anri Esoev,Tajikistan,Ansori,['IOI 2024'],1940.0,2007,1659,1463,100.0
Francisco Pinhao,Chile,FranciscoPinhao,['IOI 2024'],1268.0,1320,0,0,100.0
Juan José Läderach,Argentina,SpecterByte,['IOI 2024'],1619.0,1598,1503,1064,100.0
Malik Sadaqa,Jordan,Rayo,"['IOI 2024', 'IOI 2023']",2303.0,2281,1786,1521,100.0
Hojamuhammet Hydyrov,Turkmenistan,Hojamuhammet,"['IOI 2024', 'IATI 2024 junior']",1546.0,1639,1227,829,100.0
Sami Almajali,Jordan,samsoom,['IOI 2024'],1718.0,1497,1042,1070,100.0
Mohammed Cherki,Morocco,Medeali,"['IOI 2024', 'IOI 2025']",1693.0,1536,1381,0,100.0
Belcar Santiago Cuentas-Zavala Infante,Colombia,oculars_focuses,"['IOI 2024', 'IOI 2023']",0.0,0,0,0,100.0
Agustin Leonardo Arnez Alcocer,Bolivia,aguss,"['IOI 2024', 'JOI 2023 JOI_honsen', 'JOI 2024 JOI_honsen', 'IOI 2025']",1281.0,1334,1107,782,100.0
Didar Choganov,Turkmenistan,champ.,"['IOI 2024', 'IOI 2023', 'APIO 2023', 'IATI 2024 senior']",1239.0,1239,1239,1195,100.0
Juan David Onofre Florián,Colombia,juan_o_182,"['IOI 2024', 'IOI 2023']",1096.0,1030,0,0,100.0
Andrew Batista García,Dominican Republic,enderr,['IOI 2024'],1162.0,1090,638,0,100.0
Adriano Augusto Hernández Rodríguez,Dominican Republic,Adriano4fk,"['IOI 2024', 'IOI 2025']",959.0,1073,0,0,100.0
Ahmed Albakoush,Libya,ahmed1611,['IOI 2024'],798.0,798,0,0,100.0
Fadel Elsenusi,Libya,adelelsenusi,['IOI 2024'],964.0,984,0,0,100.0
Assil Abderrezak Boukhnoufa,Algeria,gok_usan,['IOI 2024'],572.0,572,0,0,100.0
Mohammed Hachem,Algeria,DriciHachem,['IOI 2024'],0.0,0,0,0,100.0
Jiyu Shen,China,emptyhope,['IOI 2024'],3141.0,3141,3225,2909,100.0
Yoav Shamay,Israel,yoav_s,"['BOI 2025', 'CEOI 2024', 'COCI 2023 CONTEST_#3', 'COCI 2023 CONTEST_#4', 'COCI 2023 CONTEST_#5', 'COCI 2024 CONTEST_#1', 'COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#3', 'APIO 2025', 'IATI 2024 senior']",2402.0,2402,2185,0,100.0
Stanisław Lada,Poland,ewirlan,"['BOI 2025', 'BOI 2024', 'JOI 2024 JOI_honsen', 'JOI 2024 JOI_spring']",2213.0,2213,2213,2198,100.0
Piotr Dybich,Poland,Piokemon,"['BOI 2025', 'EJOI 2023']",2102.0,2270,1974,1775,100.0
Illia Shevchenko,Ukraine,scorpy,"['BOI 2025', 'RMI 2023 contest', 'RMI 2024 contest', 'IOI 2025', 'CEOI 2025']",0.0,0,0,0,66.66666666666666
Valerii Kovnatskyi,Ukraine,Triseedot,"['BOI 2025', 'IOI 2025', 'CEOI 2025']",2338.0,2213,1580,0,100.0
Krzysztof Witkowski,Poland,Zbyszek99,"['BOI 2025', 'JOI 2025 JOI_honsen', 'COCI 2025 CONTEST_#3', 'EJOI 2025']",2225.0,2131,0,0,100.0
Daria Lobas,Poland,DaniraSilla,"['BOI 2025', 'EGOI 2024', 'EGOI 2025']",2190.0,2071,2058,1667,100.0
Veikko Heikkinen,Finland,vgtcross,"['BOI 2025', 'BOI 2024', 'BOI 2023', 'IOI 2023', 'NOI 2025', 'NOI 2024', 'NOI 2023', 'NOINordic 2025', 'NOINordic 2024', 'NOINordic 2023']",2624.0,2600,2568,1788,100.0
Vladyslav Levchenko,Sweden,vladilius,"['BOI 2025', 'BOI 2024', 'NOI 2025', 'NOI 2024', 'NOINordic 2025', 'NOINordic 2024', 'IOI 2025']",1656.0,1656,1652,1145,100.0
Franciszek Szymula,Poland,Franuch,"['BOI 2025', 'IOI 2025', 'CEOI 2025']",2228.0,2208,0,0,100.0
Nazar Vyshniak,Ukraine,vyshniak.n,"['BOI 2025', 'RMI 2023 contest', 'RMI 2024 contest']",2231.0,2213,2005,1391,100.0
Stepan Simak,Ukraine,Simak__Stepan,"['BOI 2025', 'RMI 2023 contest', 'RMI 2024 contest', 'IOI 2025', 'CEOI 2025']",2149.0,2061,2017,1677,100.0
Pijus Piekus,Lithuania,Pijus,['BOI 2025'],0.0,0,0,0,66.66666666666666
Dmytro Yuzkevych,Ukraine,dmytro,"['BOI 2025', 'RMI 2023 contest', 'RMI 2024 contest']",0.0,0,0,0,66.66666666666666
Daniel Rasmussen,Denmark,ach00,"['BOI 2025', 'BOI 2024', 'BOI 2023', 'NOI 2025', 'NOI 2024', 'NOINordic 2025', 'NOINordic 2024']",1565.0,1565,1183,0,100.0
Rokas Rimkus,Lithuania,Rokas159,"['BOI 2025', 'EJOI 2024', 'EJOI 2023']",1572.0,1572,1097,0,100.0
Gunnsteinn Þór Ólason,Iceland,Gunnsteinn,"['BOI 2025', 'BOI 2024', 'EJOI 2024', 'NOI 2025', 'NOINordic 2025', 'IOI 2025']",1235.0,1000,0,0,100.0
Artur Bentsa,Estonia,arturpin,"['BOI 2025', 'BOI 2024', 'COCI 2024 CONTEST_#1']",869.0,869,0,0,66.66666666666666
Ansis Gustavs Andersons,Latvia,ansisgustavs2,"['BOI 2024', 'BOI 2023', 'IOI 2023']",2416.0,2416,2190,2211,100.0
